Student_id,C200,C300,C400,C500,F100,S100,H100,L100,M000,M100,M200,M300,M400,X100,Final Grade
2205550,91.45,91.83,90.83,94.09,89.89,93.84,98.58,100,89.54,84.62,92.86,88.46,98.1,91.48,92.5407
2255051,96.36,89.69,95.71,89.4,100,92.04,85.74,100,93.24,93.81,86.48,100,89.16,92.7,93.1664
2255151,85.6,90.1,91.93,97.38,98.53,93.36,91.57,89.74,85.5,90.24,83.03,92.76,88.38,94.64,90.9114
2255251,91.12,84.6,98.25,86.41,99.1,89.81,84.3,89.59,99.35,94.71,94.1,98.93,96.93,93.29,92.8921
2255351,94.3,90.47,90.58,92.88,88.2,98.98,88.75,89.88,92.11,89.63,95.37,100,93.48,100,93.1879
2255451,96.51,83.75,96.08,95.06,96.07,91.17,94.56,81.77,93.93,86.35,95.35,93.29,98.03,100,92.9943
2255551,89.94,100,91.86,95.71,97.51,91.16,86.23,87.94,92.27,95.72,90.79,98.38,85.49,98.11,92.9364
2255651,90.98,83.92,98.91,89.25,92.29,92.6,89.13,92.44,84.78,87.53,89.17,87.66,100,91.59,90.7321
2255751,93.9,96.44,83.74,93.88,90.96,92.64,87.39,100,92.05,91.34,90.33,98.35,89.79,88.31,92.08
2255851,87.37,84.84,86.61,92.19,95.74,89.67,97.82,93.86,97.27,82.4,83.83,94.43,95.11,98.15,91.3779
2255951,97.99,88.17,89.83,91.71,92.07,96.97,96.68,89.07,89.28,90.56,91.11,89.18,85.74,90.91,91.3764
2205650,90.58,91.96,100,99.86,86.35,92.66,95.69,93.3,95.4,82.56,86.3,96.8,83.38,100,92.4886
2256051,91.03,80.63,90.94,91.9,90.24,88.49,94.95,96.39,96.13,98.54,95.84,94.93,97.23,92.02,92.8043
2256151,100,95.2,94.61,86.41,100,83.23,96.56,91.94,94.09,94.04,93.24,92.04,89.87,92.47,93.1214
2256251,88.84,89.97,99.25,91.37,93.64,87.46,86.49,87.96,90.9,89.05,93.59,92.2,84.08,92.19,90.4993
2256351,96.95,86.63,99.58,94.99,100,99.21,86.02,86.43,94.16,93.66,93.15,93,83.25,88.67,92.55
2256451,95.34,86.09,92.91,91.57,94.08,96.59,88.25,94.54,97.38,84.8,94,88.01,85.65,88.25,91.2471
2256551,88.89,100,88.25,86.38,99.83,92.81,88.72,89.01,100,100,86.83,92.26,88.45,95.84,92.6621
2256651,100,86.97,100,98.88,91.93,90.19,94.71,85.43,77.88,89.88,81.3,86.93,86.43,90.06,90.0421
2256751,100,93.48,94.59,78.17,80.62,95.34,93.99,89.03,91.41,97.48,80.11,94.71,88.54,95.24,90.9079
2256851,100,100,97.32,77.4,89.82,95.49,100,95.53,100,95.52,94.82,93.49,90.89,97.51,94.8421
2256951,95.04,82.47,94.72,89.45,89.68,92.95,97.58,84.75,94.71,90.37,100,95.84,93.11,90.28,92.2107
2205750,91.8,89.38,95.34,87.22,97.35,78.66,92.98,91.62,87.99,91.39,94.02,94.22,97.15,93.46,91.6129
2257051,96.42,98.24,87.97,100,87.54,99.52,99.14,93.52,83.14,97.07,95.65,97.74,89.34,92.27,94.1114
2257151,92.91,94.46,91.17,96.66,99.18,97.87,89.25,94.51,95.21,88.99,83.71,92.67,81.96,98.32,92.6336
2257251,88.4,82.15,94.58,97.75,94.74,87.21,99.01,92.62,93.38,95.9,88.84,92.08,97.24,100,93.1357
2257351,99.11,89.83,98.05,97.09,95.88,87.18,98.48,88.31,82.24,90.72,99.01,97.85,87.07,92.24,93.0757
2257451,95.36,93.74,99.76,84.81,87.33,100,84.91,85.44,98.76,100,100,83.18,92.77,89.68,92.5529
2257551,86.37,92.35,91.37,97.68,87.92,91.33,89.98,96.64,96.63,90.84,93.58,99.33,100,90.87,93.2064
2257651,88.39,97.85,87.04,92.59,88.71,88.35,89.68,89.54,95.68,87,86.6,95.24,93.45,90.45,90.755
2257751,86.81,81.94,91.65,85.05,87.77,90.92,97.89,88.94,88.7,100,83.51,91.9,93.48,88.27,89.7736
2257851,94.77,92.01,91.19,98.14,88.92,97.4,100,92.43,90.3,85.12,97.76,89.23,95.77,90.54,93.1129
2257951,82.4,91.77,84.93,95.88,82.85,84.69,99.22,95.94,94.75,89.95,98.11,91.62,91.85,94.5,91.3186
2205850,93.45,74.27,95.7,97.35,93.67,96.01,92.11,94.13,87.35,88.44,100,94.66,94.15,82.18,91.6764
2258051,85,89.06,89.24,89.04,90.6,88.88,100,87.32,88.19,100,85.16,88.46,87.74,81.67,89.3114
2258151,92.47,97.65,91.63,98.08,90.97,85.09,89.27,97.38,84.96,97.55,86.08,87.16,83.56,96.07,91.28
2258251,87.72,99.63,90.3,93.93,97.22,94.33,99.44,97.11,86.02,80.74,90.29,91.43,88.45,86.77,91.67
2258351,87.19,99.16,100,85.24,97.54,85.76,91.65,96.75,98.76,91.41,95.19,91.78,99.2,86.59,93.3014
2258451,87.24,88.64,83.19,95.47,80.59,91.15,92.84,84.93,87.41,90.39,88.58,92.98,94.95,88.92,89.0914
2258551,99.45,97.79,98.31,91.87,90.54,98.56,97.13,97.56,90.28,88.59,95.83,87.32,98.83,91.93,94.5707
2258651,85.69,98.03,96.62,92.69,88.71,97.73,88.38,83.18,91.82,91.13,91.67,87.64,99.84,90.77,91.7071
2258751,88.86,89.71,87.39,100,86.51,92.32,92.02,88.93,93.24,89.4,88.8,94.2,91.26,91.77,91.0293
2258851,92.94,92.22,95.9,88.43,92.83,95.11,91.93,90.97,94.55,96.68,93.86,94.03,85.21,100,93.19
2258951,91.34,92.67,99.05,97.3,95.65,89.35,91.77,91.25,95.16,94.51,88.17,96.51,90.81,93,93.3243
2205950,85.51,82.65,91.25,78.94,91.09,89.29,100,79.85,96.78,89.9,86.65,85.07,100,93.74,89.3371
2259051,97.84,100,89.06,91.64,90,95.79,96.81,91.19,92.21,88.99,96.23,90.53,95.78,82.72,92.7707
2259151,93.73,100,90.93,97.22,88.63,89.33,90.96,89.91,85.8,85.46,85.33,94.07,92.17,86.62,90.7257
2259251,90.55,95.58,96.76,98.79,99.78,90.14,94.68,88.59,94.32,87.84,96.37,99.36,88.98,89.68,93.6729
2259351,86.68,90.46,85.83,94.41,91.81,88.71,99.57,86.56,97.09,94.79,81.91,86.26,81.84,89.59,89.6793
2259451,98.12,91.79,83.75,96.05,90.58,92.3,91.92,92.75,84.27,100,91.04,99.25,92.42,90.29,92.4664
2259551,93.1,90.07,99.44,88.83,93.71,94.99,95.86,92.19,85.79,88.25,99.22,100,90.81,90.36,93.0443
2259651,93.74,89.96,89.98,91.77,89.51,92.53,94.07,95.9,89.8,82.66,80.3,88.79,91.09,85.28,89.67
2259751,95.14,94.48,91.77,98.8,92.78,88.13,88.35,94.44,88.97,87.37,100,87.6,91.5,84.81,91.7243
2259851,95.59,87.42,94.82,87.56,86.37,93.69,100,90.27,81.21,97.09,88.7,91.13,89.9,90.81,91.04
2259951,88.12,90.45,91.05,88.88,92.68,91.52,94.65,94.53,94.14,89.9,87.34,92.46,99.73,84.36,91.415
2206050,100,90.82,96.63,85.17,90.64,90.41,96.06,91.66,98.41,97.48,99.77,95.41,91.66,85.72,93.56
2260051,93.33,94.41,84.51,98.87,90.84,88.46,100,85.49,81.72,97.45,98.25,89.43,90.36,92.86,91.8557
2260151,91.45,91.1,89.77,91.97,85.5,93.3,98.52,97.89,94.51,95.54,90.9,89.56,92.88,92.26,92.5107
2260251,94.8,90.39,100,83.87,94.45,98.22,89.07,88.9,93.67,92.63,93.22,92.58,91.01,93.57,92.5986
2260351,92.75,85.65,88.95,91.19,88.79,93.46,86.33,85.12,100,94.77,91.64,92.85,92.1,100,91.6857
2260451,90.02,96.08,90.2,85.35,93.92,94.75,95.17,86.27,80.9,88.37,88.83,96.12,92.09,90.09,90.5829
2260551,85.47,93.68,93.12,92.64,92.8,93.84,92.79,89.32,90.19,87.99,99.58,86.62,90.41,92.22,91.4764
2260651,91.67,89.17,87.38,89.5,85.92,96.16,87.03,94.08,94.26,96.92,89.46,96.65,92.12,92.68,91.6429
2260751,99.81,89.28,96.42,84.21,96.95,84.96,85.66,100,100,91.16,83.55,97.28,87.19,89.1,91.8264
2260851,86.23,92.08,92.73,91.16,91.54,99.07,90.31,93.1,97.11,99.81,97.97,87.85,88.01,90.2,92.655
2260951,91.22,84.16,87.12,96.34,91.34,92.11,87.92,88.47,96.55,88.81,88.77,91.9,87.02,92.26,90.285
2206150,96.33,91.45,90.67,96.97,90.71,92.18,89.65,97.65,99.42,89.26,99.82,86.83,94.86,90.7,93.3214
2261051,88.14,89.96,81.83,97.92,94.66,90.55,91.54,87.09,91.18,96.87,98.18,95.26,86.28,90.51,91.4264
2261151,91.57,87.46,84.03,89.8,89.55,100,96.4,94.14,86.05,98.69,98.33,95.02,85.63,90.87,91.9671
2261251,83.94,92.26,94.04,94.05,91.26,91.58,96.32,88.01,93.43,99.29,87.81,86.88,87.83,99.06,91.84
2261351,97.22,94.98,90.92,88,96.96,93.95,88.23,100,86.9,94.86,87.16,97.07,84.06,99.05,92.8114
2261451,87.52,98.62,100,87.45,87.64,86.76,95.69,97.42,95.7,95,96.31,96.83,93.85,100,94.1993
2261551,90.52,88.57,88,87.89,87.81,88.07,90.35,94.18,91.17,93.74,88.45,95.25,91.3,95.66,90.7829
2261651,96.21,91.37,89.31,95.62,91.82,89.14,84.24,96.42,96.15,93.29,88.84,89.13,96.5,93.6,92.26
2261751,99.31,94.17,88.93,89.43,88.72,97.28,95.18,86.32,90.81,93.66,97.01,96.68,87.62,91.68,92.6286
2261851,90.65,97,92.06,87.48,85.64,79.56,93.92,88.32,93.93,92.31,93.47,88.85,91.69,88.07,90.2107
2261951,92.11,97.79,90.83,97.39,97.87,96.52,84.34,93.08,86.49,100,96.14,98.11,92.79,88.29,93.6964
2206250,91.22,94.86,100,87.86,96.43,99.39,87.36,95.36,84.39,98.34,91.88,95.21,95.92,96.72,93.9243
2262051,96.98,91.26,87.79,92.28,98.58,86.11,85.78,93.46,92.31,98.26,88.65,87,90.27,92.86,91.5421
2262151,92.6,86.04,86.77,91.84,85.55,96.31,86.95,100,98.89,90.66,94.62,92.91,95.2,91.06,92.1
2262251,92.58,95.55,92.25,92.35,97.92,90.89,98.22,93.63,90.7,89.8,99.34,100,88.33,94.09,93.975
2262351,92.01,98.16,90.18,84.66,91.11,83.43,91.31,93.51,92.42,91.21,100,89.32,84.83,100,91.5821
2262451,90.69,99.48,98.11,90.02,89.78,87.68,99.24,82.73,98.6,93.4,95.2,85.11,94.54,90.61,92.5136
2262551,88.28,85.36,98.01,94.06,90.51,85.66,87.02,88.65,91.01,85.51,93.26,87.51,96.5,85.96,89.8071
2262651,86.49,93.47,96.22,90.76,87.2,88.48,96.87,90.31,100,100,83.96,95.1,92.15,86.59,91.9714
2262751,85.91,93.86,91.22,91.11,96.28,84.26,82.19,91.65,85.5,86.5,91.88,100,90.91,100,90.805
2262851,99.62,96.17,93.61,96.66,87.35,89.02,90.72,97.1,86.05,95.21,99.12,90.29,88.55,95.5,93.2121
2262951,90.18,91.09,90.39,90.27,100,92.66,86.6,92.52,89.55,88.39,93.96,90.32,88.91,91.38,91.1586
2206350,87.65,91.44,93.23,92.83,80.45,98.96,88.59,81.26,87.41,100,88.38,100,93.34,90.4,90.9957
2263051,93.55,85.67,91.41,92.58,84.5,88.53,85.13,90.84,93.11,90.42,87.45,98.01,100,96.2,91.2429
2263151,93.87,84.06,98.82,93.75,99.79,93.27,93.12,96.69,93.26,86.78,95.03,80.92,91.06,91.9,92.3086
2263251,87.1,93.21,91.31,91.07,90.55,94.58,88.78,87.17,90.35,86.54,90.54,93.98,96.08,86.73,90.5707
2263351,95.73,86.38,89.71,92.91,91.53,88.78,91.24,90.16,90.16,84.81,83.57,86.87,87.93,86.39,89.0121
2263451,91.29,86.7,84.35,95.27,89.82,92.66,98.26,90.08,99.97,87.43,89.45,99.77,100,96.51,92.9686
2263551,95.69,92.73,96.92,93.95,85.8,95.21,87.16,92.86,92.83,88.09,89.45,91.2,89.31,86.06,91.2329
2263651,93.14,92.43,85.44,88.81,85.71,87.89,91.91,94.27,87.46,93.39,90.41,87.48,88.11,88.77,89.6586
2263751,84.22,88.2,97.16,95.03,97.46,98.06,87.71,98.33,88.19,94.32,93.76,99.35,100,90.01,93.7
2263851,87.9,87.68,96.08,94.61,96.27,100,98.55,99.12,91.57,97.7,97.56,94.51,90.44,89.12,94.365
2263951,81.81,92.77,92.84,86.56,93.27,96.02,88.47,86.48,92.8,94.77,92.04,100,95.11,92.32,91.8043
2206450,89.91,95.63,98.96,91.01,86.1,95.59,97.99,98.64,91.67,93.4,95.88,79.49,87.41,92.35,92.4307
2264051,89.14,90.64,91.68,92.97,85.37,76.25,85.8,90.81,94.49,93.19,91.38,88.64,89.59,100,89.9964
2264151,92.2,90.12,96.71,100,94.7,95.82,91.7,95.01,87.01,85.2,96.97,92.14,94.94,89.48,93
2264251,89.16,95.66,93.76,86.75,92.15,86.79,97.93,99.35,95.25,90.61,83.23,84.99,90.67,89.18,91.1057
2264351,89.4,99.45,99.71,91.8,92.06,95.32,94.56,88.66,87.81,97.69,100,89.44,88.98,94.32,93.5143
2264451,88.31,95.05,88.87,93.97,99.02,92.46,99.08,85.76,94.12,91.94,100,85.25,92.56,85.46,92.275
2264551,91.91,82.87,92.42,89.27,95.69,92.14,87.42,96.55,90.89,83.69,95.33,90.55,100,82,90.7664
2264651,95.25,91.63,91.93,94.93,87.92,89.39,85.77,86.11,89.54,88.89,100,84.84,92.22,100,91.3157
2264751,85.76,89.42,92.6,93.65,88.82,87.22,86.91,89.16,87.9,92.85,99.53,89.86,100,84.94,90.6157
2264851,90.26,92.57,99.92,95.84,90.93,83.18,90.98,88.02,96.07,85.84,89.4,86.74,95.06,91.3,91.1507
2264951,90.86,86.24,96,94.59,91.7,94.32,94.38,96.57,95.69,97.44,90,90.03,85.09,89.25,92.2971
2206550,89.18,86.41,88.56,94.51,89.5,90.82,97.55,95.85,91.22,98.53,95.4,89.69,92.84,95.11,92.5121
2265051,87.16,92.07,95.49,90.07,95.8,88.26,98.31,100,83.06,85.05,96.87,100,91,87.56,92.1929
2265151,91.35,87.81,90.05,100,89.17,87.35,94,90.43,89.88,87.8,89.48,89.96,89.7,88.87,90.4179
2265251,88.77,89.94,98.01,96.65,93.32,91.32,90.23,91.05,91.28,91.48,91.18,94.31,87.94,87.29,91.6264
2265351,99.71,89.91,87.69,84,85.68,90.35,93.5,90.53,85.55,90.86,94.11,92.98,98.98,93.3,91.225
2265451,94.06,89.82,85.35,96.67,89.73,93.12,94.58,89.97,93.66,90.49,91.75,89.65,84.8,96.19,91.4171
2265551,91.18,93.05,90.8,84.66,89.59,100,93.27,98.12,93,94.22,90.09,97.47,84.29,89.42,92.0829
2265651,89.64,84.02,95.63,89.6,92.36,93.9,100,88.26,93.31,89.34,90.75,88.57,93.45,99.4,92.0164
2265751,84.41,92.45,80.8,91.92,85.02,90.28,93.43,99.93,100,89.99,83.44,95.71,91.1,89.88,90.5971
2265851,93.82,91.94,86.49,86.95,89.08,94.68,89.72,90.79,86.98,94.86,100,88.87,87.42,91.88,90.9629
2265951,82.92,92.91,85.21,92.16,100,91.33,89.18,88.14,84.91,94.81,95.59,87.89,94.22,93.56,90.9164
2206650,88.69,86.54,87.54,87.08,88.51,95.7,88.5,85.89,95.54,99.43,90.01,94.61,91.21,89.37,90.6157
2266051,83.15,86.82,93.9,99.38,93.19,88.22,85.68,98.88,88.8,79.04,97.27,92.93,86.57,85.76,89.9707
2266151,93.42,84.66,96.65,85.91,84.24,93.73,84.38,87.25,91.28,94.45,100,91.35,96.17,94.83,91.3086
2266251,90.94,88.82,80.77,89.48,93.74,85.42,84.55,85.68,91.36,88.85,92.14,86.23,87.83,87.8,88.115
2266351,94.97,94.15,96.11,79.62,84.78,85.24,86.88,99.15,96.53,94.52,93.97,100,95.27,99.28,92.8907
2266451,89.54,79.2,86.18,93.82,96.16,98.04,97.78,93.44,84.5,93.76,91.24,93.07,96.49,83.62,91.2029
2266551,87.33,98.51,89.94,87.45,88.2,95.35,93.11,100,85.26,87.51,85.39,95.71,89.99,91.56,91.0936
2266651,88.94,86.83,92.45,94.44,86.61,88.89,92.05,85.42,95.04,90.71,87.7,99.44,96.02,84.1,90.6171
2266751,89.21,94.73,87.79,90.95,97.16,86.51,88.08,100,97.75,82.34,92.97,94.56,82.41,96.52,91.4986
2266851,89.41,95.63,95.91,92.16,95.28,88.33,86.91,94.55,87.67,94.71,82.12,89.34,87.18,87.8,90.5
2266951,91.42,94.46,100,94.52,83.55,92.85,90.62,90.24,100,91.06,90.75,95,98.35,85.56,92.7414
2206750,77.94,98.81,89.72,79.7,82.84,87.08,94.66,90.75,85.61,92.34,93.08,92.96,81.11,99.38,88.9986
2267051,91.24,82.4,100,85.83,84.04,92.83,85.33,94.75,91.39,83.62,97.18,83.46,91.34,95.57,89.9271
2267151,96.53,90.83,99,89.11,91.26,94.71,89.37,92.54,96.83,83.61,91.86,89.86,92.25,81.25,91.3579
2267251,96.34,92.47,86.08,80.32,91.3,93.92,86.7,97.84,95.4,85.15,89.5,99.85,97.24,99.48,92.2564
2267351,84.53,86,94.5,95.46,96.96,95.08,87.08,85.91,93.21,90.17,100,90.44,100,83.87,91.6579
2267451,94.24,92.07,92.01,95.38,93.62,83.44,91.13,94.56,88.78,87.9,83.22,94.79,91.23,91.91,91.02
2267551,100,92.5,94.74,94.21,85.23,92.28,85.39,88.81,86.59,85.89,90.62,92.22,88.59,94.49,90.8257
2267651,94.03,91.26,94.62,93.04,99.69,92.76,83.48,99.88,92.91,91.47,79.44,87.5,95.05,93.42,92.0393
2267751,90.5,90.7,88.44,93.3,98.95,85.99,91.99,94.12,90.36,90.72,85.54,93.49,95.13,87.26,91.1779
2267851,88.61,94.8,91.13,89.07,89.41,88.69,100,87.66,100,96.4,95.85,91.33,91.15,96.9,92.9286
2267951,85.97,100,86.63,82.47,98.95,94.13,95.28,92.61,88.68,93.19,89.12,100,88.19,78.91,91.0093
2206850,87.53,86.32,90.93,93.97,95.74,89.11,93.29,95.44,100,86.59,100,84.25,91.63,95.94,92.1957
2268051,85.5,96.53,93.18,93.04,94.12,88.64,84.68,87.34,96.14,91.2,86.14,95.57,90.15,87.55,90.6986
2268151,93.54,99.18,95.8,89.45,95.79,90.62,95.2,93.74,94.57,86.95,91.88,88.94,87.36,90.17,92.3707
2268251,93.75,88.86,86.01,89.1,93.96,90.07,94,98.71,91.91,88.58,89.58,88.9,89.18,79.67,90.1629
2268351,90.02,92.92,89.31,84.89,90.93,95.6,94.1,87.39,92.19,89.69,95.41,96.36,85.24,95.08,91.3664
2268451,96.71,97.07,90.37,88.27,100,96.37,94.55,96.87,87.29,92.43,90.28,94.14,98.5,91.42,93.8764
2268551,86.78,94.82,95.77,100,94.95,92.92,90.07,95.07,94.83,95.03,90.63,98.12,80.65,82.39,92.2879
2268651,85.45,90.91,91.62,89.35,86.89,84.95,97.15,89.71,98.03,95.3,88.47,86.25,95.61,96.21,91.1357
2268751,97.74,91.01,92.99,98.03,85.37,93.25,93.38,86.95,98.14,90.34,89.7,83.06,92.72,90.73,91.6721
2268851,92.22,89.02,99.37,95.77,90.88,95.06,93.11,95.91,91.59,90.17,89.98,94.6,92.94,85.52,92.5814
2268951,92.73,89.01,96.77,93.35,95.85,92.99,98.1,93.51,93.51,92.94,87.32,84.99,97.92,91.46,92.8893
2206950,85.71,92.06,97.97,92.59,86.99,93.27,90.47,91.59,90.97,85.87,92.55,88.82,89.64,93.67,90.8693
2269051,100,91.93,95.08,89.06,100,87.94,85.81,96.6,93.81,84.94,97.35,98.28,83.26,94.16,92.73
2269151,90.23,92.64,88.14,98.1,90.1,89.34,91.04,87.83,94.26,93.44,77.96,90.52,88.85,91,90.2464
2269251,90.71,86.2,94.78,92.35,90.35,93.27,85.17,90.01,93.22,92.36,96.02,90.62,97.96,93.88,91.9214
2269351,96.63,83.94,96.79,88.32,92.79,85.15,90.79,95.33,92.88,90.98,92.55,92.87,89.98,100,92.0714
2269451,99.67,100,98.02,87.5,88.32,84.43,91.98,91.31,88.84,98.37,95.36,97.33,85.92,90.34,92.6707
2269551,95.31,93.13,93.5,93.85,89.43,100,100,99.48,93.64,94.94,92.04,96.33,99.22,99.14,95.715
2269651,84.95,92.83,100,91.5,88.13,98.4,88.15,100,94.44,96.87,93.06,93.84,89.71,80.91,92.3421
2269751,95.34,92.64,94.83,90.25,98.8,89.93,93.61,98.69,97.74,87.9,93.63,94.78,92.7,90.27,93.6507
2269851,84.99,98.1,94.96,88.85,89.44,87.91,89.37,95.2,92.74,95.48,100,95.09,95.03,99.03,93.2993
2269951,86.01,93.85,92.79,87.07,89.65,91.12,88.71,85.06,98.85,97.61,86.72,99.78,91.07,100,92.0207
2207050,95.97,100,91.69,97.47,93.61,92,91.25,99.58,89.45,87.96,86.77,92.66,93.1,91.01,93.0371
2270051,91.82,98.33,96.9,92.77,93.54,89.04,91.63,88.3,86.79,91.68,93.56,91.87,93.43,98.56,92.73
2270151,85.36,89.27,83.44,94.67,96.34,89.02,91.52,84.03,100,97.41,97.06,93.81,97.61,78.93,91.3193
2270251,95.39,90.76,97.28,91.21,87.56,95.92,100,100,91.76,93.79,90.4,89.37,97.66,95.06,94.0114
2270351,86.94,86.21,95.15,100,95.23,98.64,93.33,92.36,92.88,92.98,96.82,93.87,85.52,91.98,92.9936
2270451,100,92.18,93.37,99.15,84.79,98.49,99.61,89.35,93.04,87.67,92.08,85.61,97.76,98.4,93.6786
2270551,98.5,90.38,92.97,95.85,92.5,94.21,87.69,98.34,93.46,91.63,89.39,88.88,100,88.51,93.0221
2270651,87.27,97.22,84.36,93.09,98.88,100,93.26,94.88,100,97.07,94.03,89.43,89.43,100,94.2086
2270751,90.84,86.82,87.98,91.77,93.91,92.33,100,96.24,99.07,100,93.74,92.26,91.45,92.71,93.5086
2270851,93.46,98.88,89.32,92.95,86.98,87.25,93.87,84.55,93.7,94.14,85.89,93.14,93.85,86.11,91.0064
2270951,94.55,95.55,98.82,96.8,86.65,85.12,90.87,88.17,87.2,81.92,96.32,80.54,91.55,96.42,90.7486
2207150,94.44,93.78,93.27,92.64,81.2,82.11,84.8,93.3,84.73,99.73,82.66,98.34,94.46,89.33,90.3421
2271051,88.21,100,95.23,92.3,87.6,83.03,95.8,94.43,97.3,83.16,84.45,88.63,100,93.6,91.6957
2271151,100,100,95.3,84.74,91.92,89.17,96.71,89.48,93.49,86.77,87.21,95.8,87.56,88.55,91.9071
2271251,86.79,97.3,94.98,95.86,96.53,85.92,87.68,98.1,92.72,97.24,88.37,90.19,88.1,88.84,92.0443
2271351,93.4,90.24,100,88.03,89.06,87.92,84.65,95.05,88.99,93.2,90.5,88.03,96.15,81.86,90.5057
2271451,85.59,82.55,86.52,89.28,89.3,90,92.06,88.71,81.1,91.85,90.25,84.16,96,96.7,88.8621
2271551,96.87,97.62,92.87,89.53,99.47,84.2,88.02,90.1,92.85,100,87.43,95.87,100,95.92,93.625
2271651,89.18,83.47,87.19,82.84,86.56,80.98,88.05,87.48,86.56,96.11,88.68,94.52,85.85,90.91,87.7414
2271751,97.61,92.95,87.56,96.08,88.62,87.38,90.52,95.26,85.76,85.95,90.79,100,96.07,88,91.6107
2271851,97.93,93.41,89.64,94.34,86.97,95.95,82.09,92.07,91.33,87.58,87.12,90.44,91.3,83.63,90.2714
2271951,86.49,94.21,98.82,90.68,92.49,92.91,93.85,87.67,94.85,96.85,86.88,81.44,84.48,85.43,90.5036
2207250,95.81,98.65,76.54,90.37,94.22,95.96,94.86,89.81,92.16,89.72,88.21,90.32,94.24,89.51,91.4557
2272051,97.74,100,90.64,83.43,91.16,95.37,91.66,97.85,96.35,90.54,89.55,93.5,97.65,90.25,93.2636
2272151,91.04,87.94,94.63,91.06,89.29,89.53,100,98.98,94.93,84.34,87.96,94.43,93.8,93.23,92.2257
2272251,88.95,92.23,84.05,97.72,91.39,91.92,93.3,91.22,86.45,95.45,88.59,89.8,86.57,83.86,90.1071
2272351,94.36,85.06,94.56,93.79,86.99,86.78,98.1,83.99,100,91.78,94.21,90.51,96.42,94.85,92.2429
2272451,96.83,83.65,94.04,100,92.06,87.47,85.61,94.43,89.95,100,100,96.82,91.09,92.63,93.1843
2272551,96.97,94.29,88.55,91.25,94.85,97.06,85.71,87.79,92.16,100,96.27,94.16,92.55,100,93.6864
2272651,96.78,100,98.71,85.03,97.89,87.1,88.17,91.14,97.09,82.19,87.9,97.08,80.71,100,92.1279
2272751,94.93,89.51,95.83,93.07,90.94,83.76,89.84,90.68,90.9,97.83,82.52,94.18,91.08,96.91,91.57
2272851,91.21,90.42,89.82,85.49,91.45,91.21,97.19,94.32,86.66,88.05,99.17,95,94.22,90.5,91.765
2272951,93.85,96.87,83.88,92.05,90.51,93.12,94.48,99.44,93.01,91.59,97.26,98.36,96.52,85.95,93.3493
2207350,90.56,88.15,90.02,88.08,96.74,85.96,98.46,93.47,89.11,88.3,90.85,98.73,99.63,89.77,91.9879
2273051,83.91,91.69,92.5,89.29,91.09,91.34,95.06,87.59,92.47,98.27,93.43,89.78,100,85.2,91.5443
2273151,90.16,89.8,87.11,90.05,94.82,87.33,85.38,88.67,93.55,91.83,91.89,96.65,88.06,93.43,90.6236
2273251,96.08,86.89,91.86,96.19,92.06,91.29,87.95,89.54,94.68,95.27,88.86,90.46,92.95,92.98,91.9329
2273351,92.83,91.85,87.17,95.1,92.74,91.46,93.23,84.66,95.72,88.12,87.01,95.18,88.24,92.3,91.115
2273451,95.21,87.14,90.22,97.77,89.63,97.51,81.04,82.4,94.66,100,93.59,96.03,89.56,94.78,92.11
2273551,94.86,89.8,94.71,80.99,92.26,95.57,90.43,80.96,92.14,78.97,94.7,91.72,95.2,99.06,90.8121
2273651,94.46,91.85,93.02,89,91.88,96.41,95.28,100,90.52,95.32,84.79,93.51,96.66,97.86,93.6114
2273751,86.17,92.03,93.53,87.68,90.99,86.87,83.73,100,92.39,85.74,84.07,86.33,92.83,95.12,89.82
2273851,88.08,100,89.15,91.93,92.97,89.16,91.55,90.08,93.93,94.19,98.98,88.19,88.43,93.23,92.1336
2273951,85.85,86.84,90.05,92.03,89.97,99.47,94.58,90.13,81.3,98.98,99.17,92.2,90.01,89.12,91.4071
2207450,97.01,86.41,96.94,100,93.15,95.81,90.72,93.7,97.32,87.12,88.05,96.98,95.94,93.82,93.7836
2274051,90.45,86.84,93.27,89.82,90.07,91.15,97.05,88.69,98.02,85.32,95.12,89.98,89.52,91.11,91.1721
2274151,91.73,86.37,83.76,94.16,99.94,89.43,93.21,94.52,88.6,84.29,92.41,98.14,94.64,100,92.2286
2274251,88.58,87.15,81.73,93.61,94.92,95.77,90.58,86.17,93,92.11,90.56,83.23,85.26,86.01,89.1914
2274351,88.04,92.48,100,95.01,90.06,91.3,88.08,96.64,89.23,94.09,95.76,96.22,92.22,92.18,92.9507
2274451,90.83,89.47,87.51,100,83,90.42,87.69,91.83,84.66,100,92.46,89.53,88.28,88.64,90.3086
2274551,91.89,94.23,89.78,84.86,94.24,100,81.88,95.68,95.12,91.32,89.34,97.15,84.37,90.41,91.4479
2274651,84.23,86.65,94.77,100,85.07,96.51,92.78,93.86,88.51,89.78,90.78,93.42,94.89,100,92.2321
2274751,98.5,91.5,89.82,99.94,93.52,94.39,96.19,93.36,98.41,97.04,87.12,98.69,96.25,85.46,94.2993
2274851,94.68,99.75,81.85,91.8,87.07,89.14,94.03,92.01,90.05,90.22,88.23,99.31,92.28,100,92.1729
2274951,90.01,94.43,92.07,77.98,89.87,96.31,92.7,86.31,88.31,99.13,93.35,93.92,90.04,90.27,91.05
2207550,87.87,86.21,95.48,98.34,100,90.33,100,95.55,87.82,94.83,83.21,82.88,94.92,87.5,91.7814
